,car_name,price,instalment,mileage,depreciation,purchase_date,remaining,remaining_years,remaining_months,source
687,Mercedes-Benz GLC-Class GLC250,143800,1925,76000,26683,2016/10/18,4 yrs 1 mths ,4,1,Carbuyer
688,BMW 2 Series Active Tourer 216i Sport (A),143800,1192,16000,14349,2021/06/16,8 yrs 9 mths ,8,9,Carbuyer
689,Mercedes-Benz GLS-Class GLS400 4MATIC,290800,2861,90000,38072,2018/06/21,5 yrs 9 mths ,5,9,Carbuyer
690,Mercedes-Benz E-Class Saloon E200 Avantgarde (A),178800,1616,86000,22543,2019/08/01,6 yrs 4 mths ,6,4,Carbuyer
691,Toyota Vios 1.5 E Grade (A),78800,696,80000,11047,2019/06/03,6 yrs 6 mths ,6,6,Carbuyer
692,Mercedes-Benz GLC-Class Coupe GLC250d AMG Line 4MATIC (A),228800,1896,50000,27846,2019/09/19,7 yrs 0 mths ,7,0,Carbuyer
693,Honda HR-V 1.5 DX (A),67800,891,75000,14182,2016/08/11,4 yrs 2 mths ,4,2,Carbuyer
694,Honda Civic 1.6 VTi (A),93800,889,65000,13762,2018/09/26,6 yrs 0 mths ,6,0,Carbuyer
695,Volvo XC60 T6 R-Design Panoramic Roof,198800,1647,22000,23156,2020/01/17,7 yrs 4 mths ,7,4,Carbuyer
696,Volvo XC60 T6 R-Design Panoramic Roof,159800,1705,92000,24662,2017/12/22,5 yrs 3 mths ,5,3,Carbuyer
697,VOLKSWAGEN SCIROCCO GP 1.4 TSI AT 1382G5,68800,996,114000,15518,2016/06/27,3 yrs 9 mths ,3,9,Carbuyer
698,TOYOTA COROLLA ALTIS 1.6 ELEGANCE (AUTO),98800,819,45000,12530,2019/09/19,7 yrs 0 mths ,7,0,Carbuyer
699,MINI ONE 5DR LED,103800,1009,61000,16149,2018/07/20,5 yrs 10 mths ,5,10,Carbuyer
700,MERCEDES BENZ B180 PROGRESSIVE,179800,1490,7000,17965,2021/08/31,8 yrs 11 mths ,8,11,Carbuyer
701,MERCEDES BENZ GLA180 (R18 BI),92800,1372,75000,21263,2016/05/30,3 yrs 8 mths ,3,8,Carbuyer
702,MERCEDES BENZ GLA180 (R18 BI),85800,1385,122000,21506,2016/01/27,3 yrs 4 mths ,3,4,Carbuyer
703,MERCEDES BENZ C200 A/T ABS D/AIRBAG 2WD 4DR,119800,1604,86000,23584,2016/10/14,4 yrs 1 mths ,4,1,Carbuyer
704,MITSUBISHI ATTRAGE 1.2 CVT,51800,681,81000,11711,2016/11/21,4 yrs 2 mths ,4,2,Carbuyer
705,HONDA CIVIC 1.5 TURBO VTIS SR,91800,1144,91000,17585,2017/01/03,4 yrs 5 mths ,4,5,Carbuyer
706,Nissan Qashqai 2.0 Premium Black Interior (A),65800,916,78000,6580,2016/08/22,3 yrs 11 mths ,3,11,Carbuyer
707,Toyota Wish 1.8 Elegance CVT (A),89800,919,65000,14394,2018/03/22,5 yrs 6 mths ,5,6,Carbuyer
708,Nissan Kicks e-POWER Hybrid Premium (A),121800,1009,45000,13532,2021/03/24,8 yrs 6 mths ,8,6,Carbuyer
709,Nissan Qashqai 2.0 Premium Moonroof,59800,923,118000,13963,2016/03/31,3 yrs 6 mths ,3,6,Carbuyer
710,Mercedes-Benz GLC-Class GLC250,229800,1924,78000,28237,2019/08/27,6 yrs 11 mths ,6,11,Carbuyer
711,Honda Civic 1.5 VTEC Turbo (A),83800,1082,85000,16376,2017/05/01,4 yrs 3 mths ,4,3,Carbuyer
712,Mercedes-Benz A-Class A250 AMG Line (A),169800,1437,44000,21275,2019/07/18,6 yrs 10 mths ,6,10,Carbuyer
713,Toyota Corolla Altis 1.6 Elegance (A),88800,874,66000,13422,2018/06/14,5 yrs 9 mths ,5,9,Carbuyer
717,Toyota C-HR 1.2 S-T Turbo (A),94800,811,40000,18960,2019/06/24,6 yrs 9 mths ,6,9,Carbuyer
718,SEAT Leon 1.0 TSI DSG Special Edition (A),77800,830,80400,7780,2017/12/19,5 yrs 3 mths ,5,3,Carbuyer
719,Volvo XC60 T5 (A),88800,1341,80000,18793,2016/04/26,3 yrs 7 mths ,3,7,Carbuyer
720,Subaru Forester 2.0i-S EyeSight (A),112800,965,68200,15343,2019/06/19,6 yrs 9 mths ,6,9,Carbuyer
721,Porsche Cayenne S Hybrid 3.0 (A),181888,1507,187000,18350,2012/08/08,9 yrs 10 mths ,9,10,Carbuyer
729,Mazda 3 Sedan 1.6 Deluxe (A),69800,802,68000,6980,2017/07/14,4 yrs 10 mths ,4,10,Carbuyer
731,Toyota Hiace Standard Roof Diesel 3.0 DX Van [Euro VI] (M),83800,695,22000,10205,2020/10/27,8 yrs 1 mths ,8,1,Carbuyer
